"","Total_Score","Liked_By_Members","Quality_Of_Life_Score","Family_Score","Community_Score","Cost","Internet","Fun","Humidity_now","Air_Quality_Now","Air_Quality_Annual","Safety","Food_Safety","Lack_Of_Crime","Lack_Of_Racism","Education_Level","Power_Grid","Vulnerability_To_Climate_Change","Income_Level","English_Speaking","People_Density","Walkability","Peace","Traffic_Safety","Hospitals","Happiness","Nightlife","Free_Wifi_In_City","Places_To_Work_From","AC_Or_Heating","Friendly_To_Foreigners","Freedom_Of_Speech","Female_Friendly","LGBTQ_Friendly","Startup_Score","City","Rank","Unliked_By_Members","Temperature_now_celcius","Temperature_now_Farenheight","Temperature_now_Feels_Like_Celcius","Temperature_now_Feels_Like_Farenheight"
"466",2.38,NA,"Okay","Okay","Okay","3,240 ",56,"Okay",87,NA,NA,"Good","Great","Good","Good","High","Great","Good","4,817 ","Great",NA,"Bad","Bad","Okay","Okay","Bad","Okay","Good",NA,NA,NA,"Good","Okay","Great","Okay","college-station",466,NA,28,83,33,91
"467",2.38,NA,"Good","Good","Okay","3,309 ",47,"Okay",69,NA,26,"Good","Great","Good","Great","High","Great","Good","4,817 ","Great",NA,"Great","Bad","Okay","Good","Bad","Okay","Good",NA,NA,NA,"Good","Good","Great","Okay","lawrence",467,NA,25,77,25,77
"468",2.37,NA,"Okay","Bad","Okay","1,329 ",5,"Bad",54,89,102,"Great","Good","Great","Bad","Mediocre","Great","Good","677 ","Bad",5,"Great","Okay","Bad","Okay","Okay","Okay","Bad","Great","Bad","Okay","Bad","Okay","Okay","Bad","dongguan",468,NA,32,90,36,97
"469",2.37,NA,"Okay","Okay","Okay","3,142 ",66,"Okay",83,NA,NA,"Good","Great","Good","Good","High","Great","Good","4,817 ","Great",NA,"Great","Bad","Okay","Good","Bad","Okay","Good",NA,NA,NA,"Good","Bad","Great","Okay","killeen",469,NA,30,85,38,100
"470",2.37,NA,"Okay","Bad","Okay","936 ",15,"Okay",75,NA,NA,"Great","Okay","Great","Good","Mediocre","Great","Good","298 ","Bad",NA,"Bad","Okay","Bad",NA,"Okay","Bad","Okay","Great","Okay","Good","Okay","Bad","Bad","Bad","cirebon",470,NA,30,85,36,97
"471",2.37,NA,"Okay","Okay","Okay","2,942 ",40,"Okay",81,NA,14,"Great","Great","Great","Okay","High","Great","Good","2,225 ","Okay",NA,"Bad","Okay","Okay","Great","Bad","Okay","Okay","Great","Bad","Okay","Good","Okay","Great","Okay","pamplona",471,NA,9,47,8,46
"472",2.37,NA,"Okay","Bad","Okay","1,413 ",4,"Bad",88,156,77,"Great","Good","Great","Bad","Mediocre","Great","Good","677 ","Bad",4,"Great","Okay","Bad",NA,"Okay","Okay","Bad","Great","Bad","Okay","Bad","Okay","Okay","Bad","fuzhou",472,NA,25,76,25,77
"473",2.37,NA,"Good","Good","Okay","3,903 ",79,"Okay",78,37,6,"Great","Great","Great","Good","High","Great","Very bad","3,813 ","Great",2,"Great","Good","Okay","Good","Great","Okay","Good","Bad",NA,NA,"Great","Good","Great","Okay","almere",473,NA,9,48,7,45
"474",2.37,NA,"Okay","Bad","Okay","903 ",16,"Okay",83,118,NA,"Great","Okay","Great","Good","Mediocre","Great","Good","298 ","Bad",NA,"Bad","Okay","Bad",NA,"Okay","Okay","Okay","Great","Bad","Okay","Okay","Bad","Bad","Bad","medan",474,NA,28,83,32,90
"475",2.37,NA,"Okay","Okay","Okay","3,129 ",52,"Okay",31,NA,32,"Good","Great","Good","Good","High","Great","Good","4,817 ","Great",NA,"Bad","Bad","Okay","Great","Bad","Okay","Good",NA,NA,NA,"Good","Bad","Great","Okay","lansing",475,NA,17,63,18,64
"476",2.37,NA,"Okay","Okay","Okay","2,230 ",13,"Bad",64,59,61,"Good","Good","Good",NA,"Mediocre","Great",NA,"401 ","Okay",NA,"Great",NA,"Okay",NA,NA,"Okay","Bad","Bad",NA,NA,"Good","Okay","Bad","Bad","mostar",476,NA,18,64,19,66
"477",2.37,NA,"Okay","Okay","Okay","3,185 ",40,"Okay",13,NA,20,"Good","Great","Good","Great","High","Great","Good","4,817 ","Great",NA,"Great","Bad","Okay","Okay","Bad","Okay","Good",NA,NA,NA,"Good","Good","Great","Okay","las-cruces",477,NA,24,75,24,75
"478",2.37,NA,"Okay","Okay","Okay","3,602 ",45,"Good",16,NA,26,"Okay","Great","Good","Good","High","Great","Good","4,817 ","Great",NA,"Okay","Bad","Okay","Great","Bad","Good","Good","Good","Good","Okay","Good","Bad","Great","Okay","albuquerque",478,NA,21,69,21,70
"479",2.37,NA,"Okay","Okay","Okay","3,031 ",38,"Okay",44,NA,30,"Good","Great","Good","Good","High","Great","Good","4,817 ","Great",NA,"Okay","Bad","Okay","Great","Bad","Okay","Good",NA,NA,NA,"Good","Bad","Great","Okay","macon",479,NA,28,82,28,82
"480",2.37,NA,"Okay","Bad","Okay","1,894 ",9,"Okay",61,NA,NA,"Good","Okay","Good",NA,"Mediocre","Great",NA,"324 ","Bad",4,"Great","Bad","Okay",NA,"Bad","Bad","Bad","Great","Okay","Good","Bad","Bad","Bad","Bad","baku",480,NA,18,65,17,63
"481",2.37,NA,"Okay","Okay","Okay","3,288 ",62,"Okay",50,NA,36,"Good","Great","Good","Good","High","Great","Good","4,817 ","Great",NA,"Bad","Bad","Okay","Good","Bad","Okay","Good",NA,NA,NA,"Good","Okay","Great","Okay","valdosta",481,NA,29,84,30,86
"482",2.37,NA,"Okay","Okay","Okay","3,284 ",61,"Okay",29,NA,NA,"Good","Great","Good","Good","High","Great","Good","4,817 ","Great",NA,"Great","Bad","Okay","Great","Bad","Okay","Good",NA,NA,NA,"Good","Bad","Great","Okay","rockford",482,NA,24,75,24,75
"483",2.36,NA,"Okay","Bad","Okay","1,560 ",4,"Good",45,107,83,"Great","Good","Great","Bad","Mediocre","Great","Good","677 ","Bad",5,"Great","Okay","Bad","Great","Okay","Okay","Bad","Great","Good","Okay","Bad","Okay","Bad","Bad","guangzhou",483,NA,34,93,37,99
"484",2.36,NA,"Okay","Okay","Okay","3,488 ",58,"Okay",75,NA,32,"Good","Great","Good","Okay","High","Great","Good","4,817 ","Great",NA,"Okay","Bad","Okay","Great","Bad","Okay","Good","Good","Good","Okay","Good","Okay","Great","Okay","bedford",484,NA,32,90,42,108
"485",2.36,NA,"Okay","Bad","Okay","1,850 ",13,"Good",61,NA,NA,"Good","Good","Good","Bad","Low","Great","Good","245 ","Bad",NA,"Okay","Okay","Bad","Bad","Bad","Okay","Bad","Great","Okay","Good","Okay","Good","Bad","Bad","rabat",485,NA,24,76,24,75
"486",2.36,NA,"Okay","Okay","Okay","3,514 ",66,"Okay",51,NA,29,"Good","Great","Good","Okay","High","Great","Good","4,817 ","Great",NA,"Bad","Bad","Okay","Okay","Bad","Okay","Good","Bad",NA,NA,"Good","Okay","Great","Okay","reading-pa",486,NA,20,68,21,70
"487",2.36,NA,"Okay","Okay","Okay","3,225 ",54,"Okay",50,NA,14,"Good","Great","Good","Great","High","Great","Good","4,817 ","Great",NA,"Great","Bad","Okay","Okay","Bad","Okay","Good",NA,NA,NA,"Good","Good","Great","Okay","cody",487,NA,15,59,15,59
"488",2.36,NA,"Okay","Okay","Okay","3,672 ",86,"Bad",20,NA,22,"Good","Great","Good","Good","High","Great","Good","4,817 ","Great",NA,"Great","Bad","Okay","Great","Bad","Bad","Good","Good","Great","Great","Good","Bad","Great","Okay","tucson",488,NA,19,65,20,68
"489",2.36,NA,"Okay","Okay","Okay","1,898 ",29,"Bad",73,NA,92,"Great","Great","Great","Okay","High","Great","Good","1,028 ","Okay",NA,"Bad","Good","Okay","Okay","Okay","Bad","Bad","Bad","Bad","Okay","Good","Okay","Bad","Bad","rzeszow",489,NA,10,50,9,48
"490",2.36,NA,"Okay","Okay","Okay","3,134 ",54,"Okay",43,NA,28,"Good","Great","Good","Good","High","Great","Good","4,817 ","Great",NA,"Bad","Bad","Okay","Great","Bad","Okay","Good",NA,NA,NA,"Good","Bad","Great","Okay","flint",490,NA,15,58,15,59
"491",2.36,NA,"Good","Okay","Okay","3,530 ",85,"Okay",65,NA,20,"Good","Great","Good","Great","High","Great","Good","4,817 ","Great",NA,"Great","Bad","Okay",NA,"Bad","Okay","Good","Bad",NA,NA,"Good","Good","Great","Okay","oregon-city",491,NA,12,53,12,54
"492",2.36,NA,"Okay","Okay","Okay","1,730 ",11,"Bad",60,NA,47,"Good","Good","Okay","Bad","Mediocre","Great","Okay","246 ","Good",NA,"Great","Bad","Okay",NA,"Bad","Okay","Okay","Bad",NA,NA,"Okay","Okay","Bad","Bad","baguio",492,NA,31,87,35,95
"493",2.36,NA,"Okay","Okay","Okay","3,247 ",45,"Okay",89,NA,32,"Good","Great","Good","Good","High","Great","Good","4,817 ","Great",NA,"Bad","Bad","Okay","Good","Bad","Okay","Good",NA,NA,NA,"Good","Bad","Great","Okay","victoria-tx",493,NA,24,75,24,75
"494",2.35,NA,"Okay","Bad","Okay","721 ",13,"Bad",77,NA,NA,"Great","Okay","Great","Good","Mediocre","Great","Good","298 ","Bad",NA,"Great","Okay","Bad","Good","Okay","Bad","Okay","Great","Bad","Okay","Okay","Bad","Bad","Bad","surakarta",494,NA,30,85,37,99
"495",2.35,NA,"Good","Good","Okay","5,586 ",108,"Okay",66,NA,19,"Good","Great","Good","Good","High","Great","Good","4,817 ","Great",3,"Great","Bad","Okay","Great","Bad","Good","Great","Great","Bad","Good","Good","Okay","Great","Good","seattle",495,NA,10,50,9,48
"496",2.34,NA,"Okay","Okay","Okay","2,440 ",14,"Bad",63,91,61,"Good","Good","Good",NA,"Mediocre","Great",NA,"401 ","Okay",NA,"Great",NA,"Okay","Bad",NA,"Good","Bad","Great","Bad","Great","Good","Okay","Bad","Okay","sarajevo",496,NA,15,60,15,59
"497",2.33,NA,"Okay","Okay","Okay","1,712 ",13,"Bad",60,133,5,"Good","Good","Good",NA,"Mediocre","Great",NA,"401 ","Okay",NA,"Great",NA,"Okay",NA,NA,"Okay","Okay","Great","Bad","Good","Good","Okay","Bad","Bad","banja-luka",497,NA,20,68,21,70
"498",2.33,NA,"Okay","Bad","Okay","842 ",16,"Okay",84,93,NA,"Great","Okay","Great","Good","Mediocre","Great","Good","298 ","Bad",NA,"Bad","Okay","Bad",NA,"Okay","Okay","Bad","Bad","Bad","Okay","Okay","Bad","Bad","Bad","palembang",498,NA,31,88,42,108
"499",1.96,NA,"Good","Okay","Okay","4,897 ",21,"Okay",65,NA,53,"Great","Great","Great","Bad","High","Great","Okay","2,607 ","Okay",NA,"Great","Okay","Okay","Great","Bad","Okay","Great","Great","Okay","Great","Good","Okay","Okay","Okay","bologna",499,NA,18,65,18,64
